Deal_Id,ProviderDeal_ID,Full_Title,Short_Title,Full_Desc,Short_Desc,all_details,Outlets,PostalCodes,DealSite_URL,DealImage_URL,HighlightImage_URL,Start_Date,End_Date,Merchant_ID,ProviderMerchant_ID,Merchant_Name,Merchant_Image_URL,MerchantWebsite_URL,Card_Type,Terms_and_Conditions,CardImages_URL,isFeatured,homeFeatured,isOnlineMerchant,category,subCategory,keywords,bookmark
219_1,219,CAPELLA SINGAPORE,CAPELLA SINGAPORE,10% off on Best Available Rates,10% off on Best Available Rates,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/CapellaBedroomVilla.jpg,0,0,2014-11-05 T23:59:59,MayBank_1,219_MayBank_1,CAPELLA SINGAPORE,0,0,All,"Terms and Conditions   Valid from 5 November 2014 to 31 December 2015  Not valid on eve of Public Holidays and Public Holidays, including the 15 days of Chinese New Year   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,"CEMPENAI PARC RESIDENCES, KUALA LUMPUR","CEMPENAI PARC RESIDENCES, KUALA LUMPUR",50% off Rack Rate for 3 and 4-room serviced suites,50% off Rack Rate for 3 and 4-room serviced suites,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/CEMPENAI.jpg,0,0,2015-12-31 T23:59:59,MayBank_1,219_MayBank_1,"CEMPENAI PARC RESIDENCES, KUALA LUMPUR",0,0,All,"Terms and Conditions   Valid only for payment made via Maybank Credit/Debit Cardmembers.  Valid till 31 December 2015.  3-room suite accommodates maximum of 5 guests and 4-room suite accommodates maximum of 7 guests.  Not valid in conjunction with other promotions, discounts, offers, privilege cards or vouchers.  Prior reservation must be made through email: cempernaiparcadm@gmail.com or Reservation No: 03-20933088 /Fax: 03-20113099.  Close out dates may apply, please check with Cempenai Parc Residences for more details.  In-house Terms & Conditions and Cancellation Policy apply, please check with Cempenai Residences for more details.   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,CONCORDE HOTEL SINGAPORE,CONCORDE HOTEL SINGAPORE,Deluxe room S$168++ with breakfast for up to 2 persons,Deluxe room S$168++ with breakfast for up to 2 persons,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/lny2015/concorde.jpg,0,0,Not available,MayBank_1,219_MayBank_1,CONCORDE HOTEL SINGAPORE,0,0,All,Not available,0,0,0,0,Shopping,Not available,0,0
219_1,219,"DASH HOTEL, SEMINYAK BALI","DASH HOTEL, SEMINYAK BALI",10% off Best Available Rate,10% off Best Available Rate,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/dashhotels.jpg,0,0,Not available,MayBank_1,219_MayBank_1,"DASH HOTEL, SEMINYAK BALI",0,0,All,Not available,0,0,0,0,Shopping,Not available,0,0
219_1,219,DAYS HOTEL SINGAPORE AT ZHONGSHAN PARK,DAYS HOTEL SINGAPORE AT ZHONGSHAN PARK,"S$168++ for 2D1N weekend stay at Days City View Room Inclusive of buffet breakfast for 2, complimentary wi-fi, late check-out till 3pm (subject to availability) and complimentary parking","S$168++ for 2D1N weekend stay at Days City View Room Inclusive of buffet breakfast for 2, complimentary wi-fi, late check-out till 3pm (subject to availability) and complimentary parking",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/lny2015/days-hotel.jpg,0,0,Not available,MayBank_1,219_MayBank_1,DAYS HOTEL SINGAPORE AT ZHONGSHAN PARK,0,0,All,Not available,0,0,0,0,Shopping,Not available,0,0
219_1,219,MARCO POLO HOTELS,MARCO POLO HOTELS,10% off on Best Available Rates,10% off on Best Available Rates,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/gss2015/marcopolo.jpg,0,0,Not available,MayBank_1,219_MayBank_1,MARCO POLO HOTELS,0,0,All,Not available,0,0,0,0,Shopping,Not available,0,0
219_1,219,NAUMI LIORA,NAUMI LIORA,20% off on Best Available Rates,20% off on Best Available Rates,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/gss2015/naumiliora.jpg,0,0,Not available,MayBank_1,219_MayBank_1,NAUMI LIORA,0,0,All,Not available,0,0,0,0,Shopping,Not available,0,0
219_1,219,"ROYAL PLAZA ON SCOTTS, SINGAPORE","ROYAL PLAZA ON SCOTTS, SINGAPORE",25% off Standard Rates for Deluxe Room with breakfast,25% off Standard Rates for Deluxe Room with breakfast,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/royal-plaza-on-scotts.jpg,0,0,2015-03-01 T23:59:59,MayBank_1,219_MayBank_1,"ROYAL PLAZA ON SCOTTS, SINGAPORE",0,0,All,Terms and Conditions   Valid from 1 March to 31 December 2015  Not valid from 18 to 20 September 2015  Book online with promotional code ‘TREATS15’   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Shopping,Not available,0,0
219_1,219,THE KEE RESORT & SPA PHUKET,THE KEE RESORT & SPA PHUKET,50% off on Published Room Rates 30% off KEE Spa a la carte menu 10% off total bill at KEE Kitchen Restaurant and KEE Sky Lounge Complimentary KEE Delight Cocktail Voucher for each guest Complimentary special on-bed setup on the first night,50% off on Published Room Rates 30% off KEE Spa a la carte menu 10% off total bill at KEE Kitchen Restaurant and KEE Sky Lounge Complimentary KEE Delight Cocktail Voucher for each guest Complimentary special on-bed setup on the first night,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/the-kee-resort.jpg,0,0,2015-03-15 T23:59:59,MayBank_1,219_MayBank_1,THE KEE RESORT & SPA PHUKET,0,0,All,Terms and Conditions   Valid from 15 March to 15 September 2015  Valid with promotional code: MKTMB15 upon email reservation   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Shopping,Not available,0,0
219_1,219,NONGSA POINT MARINA & RESORT,NONGSA POINT MARINA & RESORT,"Best Rate Guaranteed In-room Wi-Fi connection for up to 4 devices per room Late check-out till 5pm, subject to room availability on that day 15% off on à la carte F&B (excluding alcoholic beverages) 15% off on massage treatments at Tspa 15% off on non-motorised water sport activities 2-way land transfer to/from resort and Nongsapura Ferry Terminal Welcome mocktail upon arrival Daily American breakfast for 2 adults per room; 4 persons per unit for two-bedroom chalet; 6 persons per unit for three-bedroom chalet/apartment Complimentary birthday/anniversary cake for you and party on your birthday/anniversary (advanced booking and ID required to enjoy this privilege) Complimentary accommodation, full American breakfast and 2-way land transfers from Nongsapura Ferry Terminal to resort and return for a maximum of 2 children up to 12 years old per room sharing existing bedding with their parents or tutors","Best Rate Guaranteed In-room Wi-Fi connection for up to 4 devices per room Late check-out till 5pm, subject to room availability on that day 15% off on à la carte F&B (excluding alcoholic beverages) 15% off on massage treatments at Tspa 15% off on non-motorised water sport activities 2-way land transfer to/from resort and Nongsapura Ferry Terminal Welcome mocktail upon arrival Daily American breakfast for 2 adults per room; 4 persons per unit for two-bedroom chalet; 6 persons per unit for three-bedroom chalet/apartment Complimentary birthday/anniversary cake for you and party on your birthday/anniversary (advanced booking and ID required to enjoy this privilege) Complimentary accommodation, full American breakfast and 2-way land transfers from Nongsapura Ferry Terminal to resort and return for a maximum of 2 children up to 12 years old per room sharing existing bedding with their parents or tutors",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/nongsa-point.jpg,0,0,2015-12-30 T23:59:59,MayBank_1,219_MayBank_1,NONGSA POINT MARINA & RESORT,0,0,All,"Terms and Conditions   Booking period till 30 December 2015  Valid for stays till 30 December 2015    Quote “ MBNONGSA ” upon reservation to enjoy the offer  Rates quoted are based on per room and per night basis  Rates quoted are subject to 10% service charge and 11% prevailing government tax unless stated as nett price.  Room is subject to availability upon reservation  Not applicable on long weekends and public holidays including these black-out dates: 19-21 February 2015, 3-4 April 2015, 1 May 2015, 31 May 2015, 1 June 2015, 17-18 July 2015, 7-10 August 2015, 24 September 2015, 10 November 2015 and 25 December 2015  Other terms and conditions apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,NONGSA VILLAGE,NONGSA VILLAGE,"Best Rate Guaranteed In-room Wi-Fi connection for up to 4 devices per room Late check-out till 5pm, subject to room availability on that day 15% off on à la carte F&B (excluding alcoholic beverages) 15% off on massage treatments at Tspa 15% off on non-motorised water sport activities 2-way land transfer to/from resort and Nongsapura Ferry Terminal Welcome drink upon arrival Daily American breakfast for 2 persons per two-bedroom villa or 4 persons per three-bedroom villa Complimentary birthday/anniversary cake for you and party on your birthday/anniversary (advanced booking and ID required to enjoy this privilege) Complimentary accommodation, full American breakfast and 2-way land transfers from Nongsapura Ferry Terminal to resort and return for a maximum of 2 children up to 12 years old per room sharing existing bedding with their parents or tutors","Best Rate Guaranteed In-room Wi-Fi connection for up to 4 devices per room Late check-out till 5pm, subject to room availability on that day 15% off on à la carte F&B (excluding alcoholic beverages) 15% off on massage treatments at Tspa 15% off on non-motorised water sport activities 2-way land transfer to/from resort and Nongsapura Ferry Terminal Welcome drink upon arrival Daily American breakfast for 2 persons per two-bedroom villa or 4 persons per three-bedroom villa Complimentary birthday/anniversary cake for you and party on your birthday/anniversary (advanced booking and ID required to enjoy this privilege) Complimentary accommodation, full American breakfast and 2-way land transfers from Nongsapura Ferry Terminal to resort and return for a maximum of 2 children up to 12 years old per room sharing existing bedding with their parents or tutors",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/Nongsa-village2.jpg,0,0,2015-12-30 T23:59:59,MayBank_1,219_MayBank_1,NONGSA VILLAGE,0,0,All,"Terms and Conditions   Booking period till 30 December 2015  Valid for stays till 30 December 2015  Rates quoted are based on per room and per night basis.  Rates quoted are subject to 10% service charge and 11% prevailing government tax unless stated as nett price.  Quote "" MBNONGSA "" upon reservation to enjoy the offer  Room is subject to availability upon reservation.  Not applicable on long weekends and public holidays including these black-out dates: 19-21 February 2015, 3-4 April 2015, 1 May 2015, 31 May 2015, 1 June 2015, 17-18 July 2015, 7-10 August 2015, 24 September 2015, 10 November 2015 and 25 December 2015  Other terms and conditions apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,NONGSA VILLAGE & TAMARIN SANTANA GOLF CLUB,NONGSA VILLAGE & TAMARIN SANTANA GOLF CLUB,"2D1N TWIN DESTINATION Monday to Friday (excluding Public Holidays): S$118 nett per person Saturday, Sunday and Public Holiday S$167 nett per person Includes: One-night accommodation in two-bedroom villa (twin-sharing basis) at Nongsa Village American breakfast at Nongsa Point Marina & Resort Two rounds of 9 holes golf game at Tamarin Santana Golf Club Buggy & Caddy (twin sharing basis), mineral water and golf insurance Complimentary land transfer within Nongsa Resorts area","2D1N TWIN DESTINATION Monday to Friday (excluding Public Holidays): S$118 nett per person Saturday, Sunday and Public Holiday S$167 nett per person Includes: One-night accommodation in two-bedroom villa (twin-sharing basis) at Nongsa Village American breakfast at Nongsa Point Marina & Resort Two rounds of 9 holes golf game at Tamarin Santana Golf Club Buggy & Caddy (twin sharing basis), mineral water and golf insurance Complimentary land transfer within Nongsa Resorts area",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/Nongsa-villas.jpg,0,0,2015-12-30 T23:59:59,MayBank_1,219_MayBank_1,NONGSA VILLAGE & TAMARIN SANTANA GOLF CLUB,0,0,All,"Terms and Conditions   Booking period till 30 December 2015  Valid for stays and plays till 30 December 2015  Minimum four golfers to go  Rates quoted are not inclusive of ferry ticket, porter fee and other personal expenses  Rates quoted are based on per person and per night basis  Rates quoted are inclusive of 10% service charge and 11% prevailing government tax  Quote "" MBNONGSA "" upon reservation to enjoy the offer  Room and golf game are subject to availability upon reservation  Not applicable on long weekends and public holidays including these black-out dates: 19-21 February 2015, 3-4 April 2015, 1 May 2015, 31 May 2015, 1 June 2015, 17-18 July 2015, 7-10 August 2015, 24 September 2015, 10 November 2015 and 25 December 2015  Other terms and conditions apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,TAMARIN SANTANA GOLF CLUB,TAMARIN SANTANA GOLF CLUB,"GOLF GAME S$35 nett (9 holes) / S$45 nett (18 holes) on Monday to Friday excluding Public Holidays S$55 nett (9 holes) / S$75 nett (18 holes) on Saturday & Sunday excluding Public Holidays Includes twin-sharing buggy and caddy, mineral water and golf insurance.","GOLF GAME S$35 nett (9 holes) / S$45 nett (18 holes) on Monday to Friday excluding Public Holidays S$55 nett (9 holes) / S$75 nett (18 holes) on Saturday & Sunday excluding Public Holidays Includes twin-sharing buggy and caddy, mineral water and golf insurance.",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/nongsa-tamarin-golf.jpg,0,0,2015-12-30 T23:59:59,MayBank_1,219_MayBank_1,TAMARIN SANTANA GOLF CLUB,0,0,All,"Terms and Conditions   Booking period till 30 December 2015  Valid for plays till 30 December 2015  Rates quoted are not inclusive of ferry ticket, porter fee, caddy tip and other personal expenses  Quote "" MBNONGSA "" upon reservation to enjoy the offer  Golf game offer is subject to availability upon reservation.  Not applicable on long weekends and public holidays including these black-out dates: 19-21 February 2015, 3-4 April 2015, 1 May 2015, 31 May 2015, 1 June 2015, 17-18 July 2015, 7-10 August 2015, 24 September 2015, 10 November 2015 and 25 December 2015  Other terms and conditions apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,TURI BEACH RESORT,TURI BEACH RESORT,"Best Rate Guaranteed In-room Wi-Fi connection for up to 4 devices per room Earn double points with Turi Beach Privilege Card Late check-out till 5pm, subject to room availability on that day 15% off on à la carte F&B (excluding alcoholic beverages) 15% off on massage treatments at Tspa 15% off on non-motorised water sport activities 2-way land transfers to/from resort and Nongsapura Ferry Terminal Welcome mocktail upon arrival Daily International breakfast buffet for 2 adults per room Complimentary birthday/anniversary cake for you and party on your birthday/anniversary (advanced booking and ID required to enjoy this privilege) Complimentary accommodation, International buffet breakfast and 2-way land transfers from Nongsapura Ferry Terminal to resort and return for a maximum of 2 children up to 12 years old per room sharing existing bedding with their parents or tutors","Best Rate Guaranteed In-room Wi-Fi connection for up to 4 devices per room Earn double points with Turi Beach Privilege Card Late check-out till 5pm, subject to room availability on that day 15% off on à la carte F&B (excluding alcoholic beverages) 15% off on massage treatments at Tspa 15% off on non-motorised water sport activities 2-way land transfers to/from resort and Nongsapura Ferry Terminal Welcome mocktail upon arrival Daily International breakfast buffet for 2 adults per room Complimentary birthday/anniversary cake for you and party on your birthday/anniversary (advanced booking and ID required to enjoy this privilege) Complimentary accommodation, International buffet breakfast and 2-way land transfers from Nongsapura Ferry Terminal to resort and return for a maximum of 2 children up to 12 years old per room sharing existing bedding with their parents or tutors",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/turi-beach-resort.jpg,0,0,2015-12-30 T23:59:59,MayBank_1,219_MayBank_1,TURI BEACH RESORT,0,0,All,"Terms and Conditions   Booking period till 30 December 2015  Valid for stays till 30 December 2015  Quote “ MBNONGSA ” upon reservation to enjoy the offer  Rates quoted are based on per room and per night basis  Rates quoted are subject to 10% service charge and 11% prevailing government tax unless stated as nett price  Room is subject to availability upon reservation  Not applicable on long weekends and public holidays including these black-out dates: 19-21 February 2015, 3-4 April 2015, 1 May 2015, 31 May 2015, 1 June 2015, 17-18 July 2015, 7-10 August 2015, 24 September 2015, 10 November 2015 and 25 December 2015  Other terms and conditions apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
