Deal_Id,ProviderDeal_ID,Full_Title,Short_Title,Full_Desc,Short_Desc,all_details,Outlets,PostalCodes,DealSite_URL,DealImage_URL,HighlightImage_URL,Start_Date,End_Date,Merchant_ID,ProviderMerchant_ID,Merchant_Name,Merchant_Image_URL,MerchantWebsite_URL,Card_Type,Terms_and_Conditions,CardImages_URL,isFeatured,homeFeatured,isOnlineMerchant,category,subCategory,keywords,bookmark
212_124821,212,Bread & Butter,Bread & Butter,"Citibank Rewards Card:","Citibank Rewards Card:",0,"Addr: Paragon, 290 Orchard Road; Postal: 238859; Coords: 1.304510, 103.836182|Addr: The Shoppes at Marina Bay Sands #B2-14, 10 Bayfront Avenue; Postal: 018956; Coords: 1.282275, 103.858322|Addr: VivoCity #01-50A, 1 Harbourfront Walk; Postal: 098587; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124821.jpg,0,0,2015-07-31 T23:59:59,CITI_124821,212_CITI_124821,Bread & Butter,0,0,All,Offer valid on selected items only.,0,0,0,0,Shopping,Not available,0,0
212_125003,212,Bvlgari,Bvlgari,Complimentary 2piece travel kit with every SGD130 spent on...,Complimentary 2piece travel kit with every SGD130 spent on...,0,"Addr: BHG Bugis #03-01, 230 Victoria Street Bugis Junction; Postal: 188024; Coords: 1.299617, 103.855202|Addr: Isetan Scotts, 350 Orchard Road; Postal: 238868; Coords: 1.305490, 103.831573|Addr: Metro Centrepoint #01-14, 176 Orchard Rd; Postal: 238843; Coords: 1.301959, 103.839828|Addr: Metro Paragon #02-28, 290 Orchard Rd; Postal: 238859; Coords: 1.304510, 103.836182|Addr: Robinsons Jem® #01-07/13, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: Robinsons Orchard, 260 Orchard Road; Postal: 238855; Coords: 1.302962, 103.837189|Addr: Robinsons Raffles City #03-01, 252 North Bridge Rd; Postal: 179103; Coords: 1.293906, 103.853348|Addr: Takashimaya D.S., 391 Orchard Road; Postal: 238873; Coords: 1.302707, 103.834290|Addr: TANGS Orchard, 310 Orchard Road; Postal: 238864; Coords: 1.305029, 103.833084|Addr: TANGS VivoCity #01-187, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125003.jpg,0,0,2015-07-31 T23:59:59,CITI_125003,212_CITI_125003,Bvlgari,0,0,All,General terms and conditions apply,0,0,0,0,Shopping,Not available,0,0
212_122547,212,"Cafe 2000, M Hotel","Cafe 2000, M Hotel","15% off food bill for lunch (Monday to Thursday)","15% off food bill for lunch (Monday to Thursday)",0,"Addr: 81 Anson Road; Postal: 079908; Coords: 1.273935, 103.845123",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122547.jpg,0,0,2015-12-31 T23:59:59,CITI_122547,212_CITI_122547,"Cafe 2000, M Hotel",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_122531,212,"Cafe Brio's, Grand Copthorne Waterfront","Cafe Brio's, Grand Copthorne Waterfront",15% off total food bill,15% off total food bill,0,"Addr: 392 Havelock Road; Postal: 169663; Coords: 1.290300, 103.835175",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122531.jpg,0,0,2015-12-31 T23:59:59,CITI_122531,212_CITI_122531,"Cafe Brio's, Grand Copthorne Waterfront",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_120877,212,"Cafe Mosaic, Carlton Hotel Singapore","Cafe Mosaic, Carlton Hotel Singapore",15% off total bill,15% off total bill,0,"Addr: 76 Bras Basah Road; Postal: 189558; Coords: 1.295621, 103.852707",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120877.jpg,0,0,2015-12-31 T23:59:59,CITI_120877,212_CITI_120877,"Cafe Mosaic, Carlton Hotel Singapore",0,0,All,"- Up to a maximum of 12 guests per table per bill. Strictly no splitting of bill.
- Offer is not valid on all festive meal periods, eve of and on Public Holidays, unless otherwise stated.
- Offer cannot be used in conjunction with other promotions, discounts, vouchers, loyalty program or privileges.",0,0,0,0,Dining,Not available,0,0
212_125039,212,Calvin Klein,Calvin Klein,Complimentary fullsized bath line and miniature with every...,Complimentary fullsized bath line and miniature with every...,0,"Addr: Isetan Scotts, 350 Orchard Road; Postal: 238868; Coords: 1.305490, 103.831573|Addr: Takashimaya D.S., 391 Orchard Road; Postal: 238873; Coords: 1.302707, 103.834290|Addr: Robinsons The Heeren, 260 Orchard Road; Postal: 238855; Coords: 1.302962, 103.837189|Addr: Robinsons Jem® #01-07/13, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: Metro Paragon #02-28, 290 Orchard Rd; Postal: 238859; Coords: 1.304510, 103.836182|Addr: Metro Sengkang #02-38, 1 Sengkang Square; Postal: 545078; Coords: 1.392272, 103.894775|Addr: TANGS Orchard, 310 Orchard Road; Postal: 238864; Coords: 1.305029, 103.833084|Addr: TANGS VivoCity #01-187, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125039.jpg,0,0,2015-07-31 T23:59:59,CITI_125039,212_CITI_125039,Calvin Klein,0,0,All,While stocks last.,0,0,0,0,Shopping,Not available,0,0
212_124825,212,Camper,Camper,"Citibank Rewards Card:","Citibank Rewards Card:",0,"Addr: ION Orchard #B1-05, 2 Orchard Turn; Postal: 238801; Coords: 1.303895, 103.831940|Addr: The Shoppes at Marina Bay Sands #B2-111, 10 Bayfront Avenue; Postal: 018956; Coords: 1.282275, 103.858322|Addr: VivoCity #01-50, 1 Harbourfront Walk; Postal: 098587; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124825.jpg,0,0,2015-07-31 T23:59:59,CITI_124825,212_CITI_124825,Camper,0,0,All,Offer valid on selected items only.,0,0,0,0,Shopping,Not available,0,0
212_125041,212,Carolina Herrera,Carolina Herrera,Complimentary travelsized bath line with every SGD160 spent on...,Complimentary travelsized bath line with every SGD160 spent on...,0,"Addr: Metro Paragon, 290 Orchard Road #02-28; Postal: 238859; Coords: 1.285764, 103.830368|Addr: Metro Centrepoint, 178 Orchard Road #01-14; Postal: 238843; Coords: 1.285636, 103.817169|Addr: OG People's Park, 100 Upper Cross Street; Postal: 058360; Coords: 1.285239, 103.843262|Addr: Robinsons Raffles City, 252 North Bridge Road #03-01; Postal: 179103; Coords: 1.293906, 103.853348|Addr: Takashimaya Dept.Store, 391 Orchard Road - Level 1; Postal: 238872; Coords: 1.302450, 103.834671|Addr: TANGS Vivocity, 1 Harbourfront Walk, #01-187 & #02-189; Postal: 098585; Coords: 1.345871, 103.750900|Addr: BHG Bugis #03-01, 230 Victoria Street Bugis Junction; Postal: 188024; Coords: 1.299617, 103.855202|Addr: Isetan Scotts, 350 Orchard Road; Postal: 238868; Coords: 1.305490, 103.831573|Addr: Metro Centrepoint #01-14, 176 Orchard Rd; Postal: 238843; Coords: 1.301959, 103.839828|Addr: Metro Paragon #02-28, 290 Orchard Rd; Postal: 238859; Coords: 1.304510, 103.836182|Addr: Robinsons Jem® #01-07/13, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: Robinsons The Heeren, 260 Orchard Road; Postal: 238855; Coords: 1.302962, 103.837189|Addr: Robinsons Raffles City #03-01, 252 North Bridge Rd; Postal: 179103; Coords: 1.293906, 103.853348|Addr: Takashimaya D.S., 391 Orchard Road; Postal: 238873; Coords: 1.302707, 103.834290|Addr: TANGS Orchard, 310 Orchard Road; Postal: 238864; Coords: 1.305029, 103.833084|Addr: TANGS VivoCity #01-187, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125041.jpg,0,0,2015-07-31 T23:59:59,CITI_125041,212_CITI_125041,Carolina Herrera,0,0,All,General terms and conditions apply,0,0,0,0,Shopping,Not available,0,0
212_120889,212,"Cassia, Capella Singapore","Cassia, Capella Singapore","Citibank ULTIMA Card","Citibank ULTIMA Card",0,"Addr: 1 The Knolls, Sentosa; Postal: 098297; Coords: 1.322938, 103.917336",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120889.jpg,0,0,2015-12-31 T23:59:59,CITI_120889,212_CITI_120889,"Cassia, Capella Singapore",0,0,All,"- Valid for dine-in only. 
- Not applicable for set menus, Sunday Brunch and special events. 
- Not valid on eve of and on Public Holidays, including 15 days of Chinese New Year and blackout dates. 
- General terms and conditions apply.",0,0,0,0,Dining,Not available,0,0
212_124839,212,Cath Kidston,Cath Kidston,SGD5 voucher with minimum spend of SGD50 nett,SGD5 voucher with minimum spend of SGD50 nett,0,"Addr: Bugis Junction #01-25/25A, 200 Victoria Street; Postal: 188021; Coords: 1.299369, 103.854919|Addr: 80 Airport Boulevard, Changi Airport Terminal 1, Unit 02-12, Departure Transit Lounge, Central Singapore; Postal: 819642; Coords: 1.362159, 103.990051|Addr: #01-17C/D, 1 Kim Seng Promenade, Great World City; Postal: 237994; Coords: 1.293984, 103.832085|Addr: 2 Orchard Turn #B2-48 ION Orchard; Postal: 238801; Coords: 1.303895, 103.831940|Addr: 68 Orchard Road, #01-K5 Plaza Singapura; Postal: 238839; Coords: 1.300614, 103.845108|Addr: Level 3 Tangs Orchard; Not available; Coords: 1.304842, 103.831825|Addr: Suntec City Mall #01-418, 3 Temasek Boulevard, Suntec City; Postal: 038983; Coords: 1.294956, 103.859688|Addr: Tampines 1 #01-22/23/24, 4 Tampines Central 5; Postal: 529510; Coords: 1.352661, 103.945244|Addr: 2 Bayfront Avenue, #B2-61 The Shoppes at Marina Bay Sands; Postal: 018972; Coords: 1.283949, 103.858849|Addr: The Shoppes at Marina Bay Sands #B2-61, 10 Bayfront Avenue; Postal: 018956; Coords: 1.282275, 103.858322",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124839.jpg,0,0,2015-07-31 T23:59:59,CITI_124839,212_CITI_124839,Cath Kidston,0,0,All,- Not valid for sale items.,0,0,0,0,Shopping,Not available,0,0
212_92749,212,CHANG Korean BBQ Restaurant (Dempsey),CHANG Korean BBQ Restaurant (Dempsey),10% off on the food bill and complimentary Homemade Korean...,10% off on the food bill and complimentary Homemade Korean...,0,"Addr: Blk 18C Dempsey Road Tanglin Village; Postal: 249677; Coords: 1.305838, 103.810829",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/,0,0,2015-12-31 T23:59:59,CITI_92749,212_CITI_92749,CHANG Korean BBQ Restaurant (Dempsey),0,0,All,Valid from Monday to Friday (Lunch) & Monday to Thursday (Dinner) only.,0,0,0,0,Dining,Not available,0,0
212_103571,212,Citadines Mount Sophia,Citadines Mount Sophia,"Enjoy year long special rates","Enjoy year long special rates",0,"Addr: 8 Wilkie Road, #01-26 Wilkie Edge; Postal: 228095; Coords: 1.302122, 103.849510",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/citadines-mount-sophia.jpg,0,0,2015-12-31 T23:59:59,CITI_103571,212_CITI_103571,Citadines Mount Sophia,0,0,All,General terms and conditions apply.,0,0,0,0,Travel,Not available,0,0
212_125117,212,Clay Cove,Clay Cove,SGD20 off foundation pottery course for the second student sign...,SGD20 off foundation pottery course for the second student sign...,0,"Addr: The Centrepoint 176 Orchard Rd, #05-01; Postal: 238843; Coords: 1.301450, 103.840103",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125117.jpg,0,0,2015-07-31 T23:59:59,CITI_125117,212_CITI_125117,Clay Cove,0,0,All,Offer only available for second student sign-up.,0,0,0,0,Shopping,Not available,0,0
212_122529,212,"Connections Lounge, Copthorne King's Hotel","Connections Lounge, Copthorne King's Hotel",15% off drinks after happy hour,15% off drinks after happy hour,0,"Addr: 403 Havelock Road; Postal: 169632; Coords: 1.288404, 103.836319",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122529.jpg,0,0,2015-12-31 T23:59:59,CITI_122529,212_CITI_122529,"Connections Lounge, Copthorne King's Hotel",0,0,All,"- Valid from Monday to Sunday. 
- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_125001,212,Davidoff,Davidoff,Complimentary bath line and travelsized 40ml fragrance with...,Complimentary bath line and travelsized 40ml fragrance with...,0,"Addr: Isetan Scotts, 350 Orchard Road; Postal: 238868; Coords: 1.305490, 103.831573|Addr: Metro Centrepoint #01-14, 176 Orchard Rd; Postal: 238843; Coords: 1.301959, 103.839828|Addr: Metro Paragon #02-28, 290 Orchard Rd; Postal: 238843; Coords: 1.304510, 103.836182|Addr: Metro Sengkang, 1 Sengkang Square; Postal: 545078; Coords: 1.392272, 103.894775|Addr: Metro Woodlands #01-20, 1 Woodlands Square; Postal: 738099; Coords: 1.435840, 103.786255|Addr: Robinsons Jem® #01-07/13, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: Robinsons Raffles City #03-01, 252 North Bridge Rd; Postal: 179103; Coords: 1.293906, 103.853348|Addr: Robinsons The Heeren, 260 Orchard Road; Postal: 238855; Coords: 1.302962, 103.837189|Addr: Takashimaya D.S., 391 Orchard Road; Postal: 238873; Coords: 1.302707, 103.834290|Addr: TANGS VivoCity #01-187, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125001.jpg,0,0,2015-07-31 T23:59:59,CITI_125001,212_CITI_125001,Davidoff,0,0,All,While stocks last.,0,0,0,0,Shopping,Not available,0,0
