Deal_Id,ProviderDeal_ID,Full_Title,Short_Title,Full_Desc,Short_Desc,all_details,Outlets,PostalCodes,DealSite_URL,DealImage_URL,HighlightImage_URL,Start_Date,End_Date,Merchant_ID,ProviderMerchant_ID,Merchant_Name,Merchant_Image_URL,MerchantWebsite_URL,Card_Type,Terms_and_Conditions,CardImages_URL,isFeatured,homeFeatured,isOnlineMerchant,category,subCategory,keywords,bookmark
212_126925,212,db Bistro & Oyster Bar by Daniel Boulud,db Bistro & Oyster Bar by Daniel Boulud,"10% off total bill with minimum spend of SGD200","10% off total bill with minimum spend of SGD200",0,"Addr: 10 Bayfront Avenue, The Shoppes at Marina Bay Sands, Galleria Level, B1-48; Postal: 018956; Coord: 1.282275, 103.858322",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_126925.jpg,0,0,2016-06-01 T23:59:59,CITI_126925,212_CITI_126925,db Bistro & Oyster Bar by Daniel Boulud,0,0,All,"- Not valid on eve of Public Holidays and Public Holidays.
- Offer valid when payment is made with Citibank Credit or Debit Card.
- Not valid on special menu days with other offers and promotions unless otherwise stated.
- *ULTIMA and Prestige Cardmembers must inform the restaurant at the Time of Booking if they will be paying by Citibank ULTIMA or Prestige cards.
- Marina Bay Sands reserves the right to make changes and modifications to the promotion with prior notice.
- Valid for dine-in only.
- General terms and conditions apply.",0,0,0,0,Dining,Not available,0,0
212_123587,212,Eat at Taipei,Eat at Taipei,10% off total bill with a min. spend of SGD80,10% off total bill with a min. spend of SGD80,0,"Addr: 133 New Bridge Road, #01-43/44 Chinatown Point; Postal: 059413; Coord: 1.285202, 103.844940|Addr: 2 Jurong East Central 1, #03-03/18 JCube; Postal: 609731; Coord: 1.333520, 103.740280|Addr: 1 Stadium Place, #01-35 Kallang Wave; Postal: 397628; Coord: 1.280094, 103.850952",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_123587.jpg,0,0,2015-12-31 T23:59:59,CITI_123587,212_CITI_123587,Eat at Taipei,0,0,All,"Not valid on eve of and on public holidays and special occasions (Valentine's Day, Mother's Day and Father's Day).",0,0,0,0,Dining,Not available,0,0
212_120893,212,"Edge, Pan Pacific Singapore","Edge, Pan Pacific Singapore"," Lunch: 10% off total bill (Mondays to Saturdays)"," Lunch: 10% off total bill (Mondays to Saturdays)",0,"Addr: 7 Raffles Boulevard; Postal: 039595; Coord: 1.291820, 103.858620",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120893.jpg,0,0,2015-12-29 T23:59:59,CITI_120893,212_CITI_120893,"Edge, Pan Pacific Singapore",0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_126927,212,Flight Bar & Lounge,Flight Bar & Lounge,10% off total bill with minimum spend of SGD200,10% off total bill with minimum spend of SGD200,0,"Addr: 10 Bayfront Avenue, Marina Bay Sands, Sands SkyPark Tower 1 Level 57; Postal: 018956; Coord: 1.282275, 103.858322",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_126927.jpg,0,0,2016-06-01 T23:59:59,CITI_126927,212_CITI_126927,Flight Bar & Lounge,0,0,All,"- Not valid on eve of Public Holidays and Public Holidays.
- Offer valid when payment is made with Citibank Credit or Debit Card.
- Not valid on special menu days with other offers and promotions unless otherwise stated.
- Marina Bay Sands reserves the right to make changes and modifications to the promotion with prior notice.
- Valid for dine-in only.
- General terms and conditions apply.",0,0,0,0,Dining,Not available,0,0
212_123589,212,Fremantle Seafood Market,Fremantle Seafood Market,10% off total bill with a min. spend of SGD80,10% off total bill with a min. spend of SGD80,0,"Addr: 3E River Valley Road, #01-05/06 Traders' Market; Postal: 179024; Coord: 1.290668, 103.846207",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_123589.jpg,0,0,2015-12-31 T23:59:59,CITI_123589,212_CITI_123589,Fremantle Seafood Market,0,0,All,"Not valid on eve of and on public holidays and special occasions (Valentine's Day, Mother's Day and Father's Day).",0,0,0,0,Dining,Not available,0,0
212_92757,212,Gangnam Style Restaurant,Gangnam Style Restaurant,15% off on the food bill for Platinum cards and above,15% off on the food bill for Platinum cards and above,0,"Addr: 396 Upper Bukit Timah Road, The Rail Mall; Postal: 678048; Coord: 1.358335, 103.767670",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/,0,0,2015-12-31 T23:59:59,CITI_92757,212_CITI_92757,Gangnam Style Restaurant,0,0,All,Terms and Conditions Apply.,0,0,0,0,Dining,Not available,0,0
212_122537,212,"Grand Shanghai, Grand Copthorne Waterfront","Grand Shanghai, Grand Copthorne Waterfront",15% off a la carte orders,15% off a la carte orders,0,"Addr: 392 Havelock Road; Postal: 169663; Coord: 1.290300, 103.835175",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122537.jpg,0,0,2015-12-31 T23:59:59,CITI_122537,212_CITI_122537,"Grand Shanghai, Grand Copthorne Waterfront",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_120879,212,"Gravity Bar, Carlton Hotel Singapore","Gravity Bar, Carlton Hotel Singapore",15% off total bill with minimum spend of SGD50,15% off total bill with minimum spend of SGD50,0,"Addr: 76 Bras Basah Road; Postal: 189558; Coord: 1.295621, 103.852707",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120879.jpg,0,0,2015-12-31 T23:59:59,CITI_120879,212_CITI_120879,"Gravity Bar, Carlton Hotel Singapore",0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_120899,212,"Hai Tien Lo, Pan Pacific Singapore","Hai Tien Lo, Pan Pacific Singapore",10% off a la carte food bill (excluding takeaways and set menu),10% off a la carte food bill (excluding takeaways and set menu),0,"Addr: 7 Raffles Boulevard; Postal: 039595; Coord: 1.291820, 103.858620",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120899.jpg,0,0,2015-12-29 T23:59:59,CITI_120899,212_CITI_120899,"Hai Tien Lo, Pan Pacific Singapore",0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_124895,212,Harley-Davidson®,Harley-Davidson®,10% off regularpriced apparel and accessories,10% off regularpriced apparel and accessories,0,"Addr: 253 Alexandra Road: Komoco Motorcycles Pte Ltd, 253 Alexandra Road #01-04; Postal: 159936; Coord: 1.292095, 103.810028|Addr: Takashimaya: Takashimaya Shopping Centre, Orchard Road, #B1-30; Postal: 238873; Coord: 1.307820, 103.796860|Addr: The Shoppes at Marina Bay Sands, #01-65; Postal: 018956; Coord: 1.283186, 103.860069",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124895.jpg,0,0,2015-12-31 T23:59:59,CITI_124895,212_CITI_124895,Harley-Davidson®,0,0,All,Valid only for MotorClothes division.,0,0,0,0,Shopping,Not available,0,0
212_123591,212,Hot Stones Steak and Seafood,Hot Stones Steak and Seafood,10% off total bill with a min. spend of SGD80,10% off total bill with a min. spend of SGD80,0,"Addr: 3D River Valley Road, #01-06 Shophouse Row; Postal: 179023; Coord: 1.289943, 103.845711",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_123591.jpg,0,0,2015-12-31 T23:59:59,CITI_123591,212_CITI_123591,Hot Stones Steak and Seafood,0,0,All,"Not valid on eve of and on public holidays and special occasions (Valentine's Day, Mother's Day and Father's Day).",0,0,0,0,Dining,Not available,0,0
212_122541,212,"Hua Ting, Orchard Hotel","Hua Ting, Orchard Hotel",20% off total food bill for a la carte orders,20% off total food bill for a la carte orders,0,"Addr: 442 Orchard Road; Postal: 238879; Coord: 1.307644, 103.828537",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122541.jpg,0,0,2015-12-31 T23:59:59,CITI_122541,212_CITI_122541,"Hua Ting, Orchard Hotel",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_126017,212,in ITALY Bar Ristorante,in ITALY Bar Ristorante,20% off total bill,20% off total bill,0,"Addr: 38 Craig Road; Postal: 089676; Coord: 1.278308, 103.841965",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_126017.jpg,0,0,2016-05-31 T23:59:59,CITI_126017,212_CITI_126017,in ITALY Bar Ristorante,0,0,All,"- Not applicable to alcoholic beverages.
- Not valid for dinner on Friday and Saturday.
- Not valid on the Eve of and on Public Holidays and other special occasions.
- Not valid for set lunch and other promotions.",0,0,0,0,Dining,Not available,0,0
212_120151,212,InterContinental Singapore,InterContinental Singapore,"Man Fu Yuan, Lobby Lounge and Victoria Bar","Man Fu Yuan, Lobby Lounge and Victoria Bar",0,"Addr: 80 Middle Road; Postal: 188966; Coord: 1.299430, 103.855667",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120151.jpg,0,0,2015-12-31 T23:59:59,CITI_120151,212_CITI_120151,InterContinental Singapore,0,0,All,"- Offer valid when payment is made with a Citibank Credit or Debit card.
- Not valid with any other promotions, offers, discounts or privileges.
- Not valid on the eve of and on public holidays, and special occasions unless otherwise stated.
- Please call +65 6825 1008 or email intercontinental.dining@ihg.com for reservations or enquiries.",0,0,0,0,Dining,Not available,0,0
212_122545,212,"Intermezzo Bar, Orchard Hotel","Intermezzo Bar, Orchard Hotel",15% off house pour and beer,15% off house pour and beer,0,"Addr: 442 Orchard Road; Postal: 238879; Coord: 1.307644, 103.828537",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122545.jpg,0,0,2015-12-31 T23:59:59,CITI_122545,212_CITI_122545,"Intermezzo Bar, Orchard Hotel",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_120875,212,Island Cuisine,Island Cuisine,10% off total bill,10% off total bill,0,"Addr: 80 Silosa Road; Postal: 098969; Coord: 1.258124, 103.811539",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120875.jpg,0,0,2016-02-29 T23:59:59,CITI_120875,212_CITI_120875,Island Cuisine,0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_120147,212,Ito-Kacho,Ito-Kacho,"For Citibank PremierMiles, Prestige and ULTIMA Cardmembers:","For Citibank PremierMiles, Prestige and ULTIMA Cardmembers:",0,"Addr: 333A Orchard Road, #04-08 Mandarin Gallery; Postal: 238897; Coord: 1.302138, 103.836502",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120147.jpg,0,0,2015-12-31 T23:59:59,CITI_120147,212_CITI_120147,Ito-Kacho,0,0,All,Valid for a la carte food menu items only. Valid for dine-in only.,0,0,0,0,Dining,Not available,0,0
212_122551,212,"J Bar, M Hotel","J Bar, M Hotel",18% off total bill (Monday and Saturday),18% off total bill (Monday and Saturday),0,"Addr: 81 Anson Road; Postal: 079908; Coord: 1.273935, 103.845123",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122551.jpg,0,0,2015-12-31 T23:59:59,CITI_122551,212_CITI_122551,"J Bar, M Hotel",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_123575,212,"Java+, Singapore Marriott Tang Plaza Hotel","Java+, Singapore Marriott Tang Plaza Hotel",10% off total bill,10% off total bill,0,"Addr: 320 Orchard Road; Postal: 238865; Coord: 1.305236, 103.832542",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_123575.jpg,0,0,2016-04-30 T23:59:59,CITI_123575,212_CITI_123575,"Java+, Singapore Marriott Tang Plaza Hotel",0,0,All,"Not valid on eve of and on public holidays, and other special occasions. Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_126013,212,Joo,Joo,Complimentary Joo Wings with a minimum spend of SGD150 (Sun  Wed),Complimentary Joo Wings with a minimum spend of SGD150 (Sun  Wed),0,"Addr: 5 Tan Quee Lan Street; Postal: 188094; Coord: 1.298177, 103.856926",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_126013.jpg,0,0,2016-04-30 T23:59:59,CITI_126013,212_CITI_126013,Joo,0,0,All,Valid from Sunday to Wednesday only. General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_125125,212,Kaboom,Kaboom,10% off regularpriced books,10% off regularpriced books,0,"Addr: Singapore Changi Airport Terminal 2 Transit Lounge North, #026-097, Singapore Changi Airport: Airport Boulevard; Postal: 819643; Coord: 1.356716, 103.986511|Addr: Singapore Changi Airport Terminal 3 Transit Lounge North, #02-57, Singapore Changi Airport: Airport Boulevard; Postal: 819663; Coord: 1.356716, 103.986511",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125125.jpg,0,0,2015-12-31 T23:59:59,CITI_125125,212_CITI_125125,Kaboom,0,0,All,Offer on selected items only.,0,0,0,0,Shopping,Not available,0,0
212_120901,212,"Keyaki Japanese Restaurant, Pan Pacific Singapore","Keyaki Japanese Restaurant, Pan Pacific Singapore",10% off a la carte food bill (excluding takeaways and set menu),10% off a la carte food bill (excluding takeaways and set menu),0,"Addr: 7 Raffles Boulevard; Postal: 039595; Coord: 1.291820, 103.858620",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120901.jpg,0,0,2015-12-29 T23:59:59,CITI_120901,212_CITI_120901,"Keyaki Japanese Restaurant, Pan Pacific Singapore",0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_126913,212,"La Brasserie, The Fullerton Bay Hotel","La Brasserie, The Fullerton Bay Hotel","Citi PremierMiles, Prestige and ULTIMA Card","Citi PremierMiles, Prestige and ULTIMA Card",0,"Addr: 80 Collyer Quay; Postal: 049326; Coord: 1.283916, 103.853653",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_126913.jpg,0,0,2016-06-30 T23:59:59,CITI_126913,212_CITI_126913,"La Brasserie, The Fullerton Bay Hotel",0,0,All,"- *Not valid for Saturday Brunch.
- Valid for a maximum of 8 pax per bill.
- Not valid on eve of and on public holidays as well as special occasions such as Valentine’s Day, Easter weekend, Mother’s Day weekend, Father’s Day weekend, F1 weekend and Thanksgiving Day and may include others determined by the Merchant, unless stated otherwise.
- Prior dining reservations are encouraged and it is subject to availability.
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_126917,212,"Lantern, The Fullerton Bay Hotel","Lantern, The Fullerton Bay Hotel","Citi PremierMiles, Prestige and ULTIMA Card","Citi PremierMiles, Prestige and ULTIMA Card",0,"Addr: 80 Collyer Quay; Postal: 049326; Coord: 1.283916, 103.853653",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_126917.jpg,0,0,2016-06-30 T23:59:59,CITI_126917,212_CITI_126917,"Lantern, The Fullerton Bay Hotel",0,0,All,"- Valid for a maximum of 8 pax per bill.
- Not valid on eve of and on public holidays as well as special occasions such as Valentine’s Day, Easter weekend, Mother’s Day weekend, Father’s Day weekend, F1 weekend and Thanksgiving Day and may include others determined by the Merchant, unless stated otherwise.
- Prior dining reservations are encouraged and it is subject to availability.
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_123573,212,"Lobby Lounge, Singapore Marriott Tang Plaza Hotel","Lobby Lounge, Singapore Marriott Tang Plaza Hotel",10% off total bill,10% off total bill,0,"Addr: 320 Orchard Road; Postal: 238865; Coord: 1.305236, 103.832542",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_123573.jpg,0,0,2016-04-30 T23:59:59,CITI_123573,212_CITI_123573,"Lobby Lounge, Singapore Marriott Tang Plaza Hotel",0,0,All,"Not valid on eve of and on public holidays, and other special occasions. Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_122561,212,"Long Bar Steakhouse, Raffles","Long Bar Steakhouse, Raffles",15% off total bill,15% off total bill,0,"Addr: 1 Beach Road; Postal: 189673; Coord: 1.295791, 103.854042",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122561.jpg,0,0,2015-12-31 T23:59:59,CITI_122561,212_CITI_122561,"Long Bar Steakhouse, Raffles",0,0,All,"Not valid on Eve of and on Public Holidays and special occasions including Valentine’s Day, Chinese New Year, Mother’s Day, Formula One season, Christmas Day and New Year's Day. Not valid for premium wines and spirits.",0,0,0,0,Dining,Not available,0,0
