Deal_Id,ProviderDeal_ID,Full_Title,Short_Title,Full_Desc,Short_Desc,all_details,Outlets,PostalCodes,DealSite_URL,DealImage_URL,HighlightImage_URL,Start_Date,End_Date,Merchant_ID,ProviderMerchant_ID,Merchant_Name,Merchant_Image_URL,MerchantWebsite_URL,Card_ID,Terms_and_Conditions,CardImages_URL,isFeatured,homeFeatured,isOnlineMerchant,category,subCategory,keywords,bookmark
208_690,208,MyKronoz ZeWatch2,MyKronoz ZeWatch2,10% off Switzerland designed Smartwatch,10% off Switzerland designed Smartwatch,"&bull;&nbsp;Valid till 31 July 2015 
&bull;&nbsp;Please quote ""ANZ10WATCH"" at point of check out to enjoy the offer 
&bull;&nbsp;Choice of colour is subject to availability while stocks last 
&bull;&nbsp;ANZ General Terms and Conditions apply.",None,Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/690.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_11,0,MyKronoz ZeWatch2,0,www.omigo.com.sg/anzwatch,All,"• Valid till 31 July 2015 
• Please quote ""ANZ10WATCH"" at point of check out to enjoy the offer 
• Choice of colour is subject to availability while stocks last 
• ANZ General Terms and Conditions apply.",0,0,0,Yes,Online,None,0,0
208_399,208,puregold.sg,puregold.sg,5% off all products,5% off all products,"&bull;&nbsp;Valid till 31 August 2015 
&bull;&nbsp;All prices quoted are in Singapore Dollars 
&bull;&nbsp;Goods and Services Tax (GST) is not charged 
&bull;&nbsp;Free courier delivery in (Singapore only) for all purchases. Courier services are not offered for overseas customers. International customers will have to fix appointments with PureGold.sg Pte Ltd and travel to Singapore to make purchases 
&bull;&nbsp;All Gold and Silver purchases include packaging + certification 
&bull;&nbsp;Money Back guarantee - customers can exchange items of the same value or receive a full refund if there are defects/purity issues in the product 
&bull;&nbsp;Promotion is not valid on discounted items and non-sale brands 
&bull;&nbsp;ANZ General Terms and Conditions apply",None,Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/399.jpg,0,2015-06-25,2015-08-31 T23:59:59,208_12,0,puregold.sg,0,www.puregold.sg,All,"• Valid till 31 August 2015 
• All prices quoted are in Singapore Dollars 
• Goods and Services Tax (GST) is not charged 
• Free courier delivery in (Singapore only) for all purchases. Courier services are not offered for overseas customers. International customers will have to fix appointments with PureGold.sg Pte Ltd and travel to Singapore to make purchases 
• All Gold and Silver purchases include packaging + certification 
• Money Back guarantee - customers can exchange items of the same value or receive a full refund if there are defects/purity issues in the product 
• Promotion is not valid on discounted items and non-sale brands 
• ANZ General Terms and Conditions apply",0,0,0,Yes,Online,None,0,0
208_274,208,Purple Sage,Purple Sage,10% off total menu price,10% off total menu price,"&bull;&nbsp;Valid for confirmed events held up till 31 December 2015 &bull;&nbsp;Valid for standard menus only &bull;&nbsp;Valid with a min spend of S$600 nett on food menu (excludes optional charges for transport, service staff, chairs, table rental and other incidental charges &bull;&nbsp;ANZ Dining Programme General Terms and Conditions apply",None,Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/274.jpg,0,2015-06-25,2015-12-31 T23:59:59,208_13,0,Purple Sage,0,www.purplesage.com.sg,All,"• Valid for confirmed events held up till 31 December 2015 • Valid for standard menus only • Valid with a min spend of S$600 nett on food menu (excludes optional charges for transport, service staff, chairs, table rental and other incidental charges • ANZ Dining Programme General Terms and Conditions apply",0,0,0,Yes,Online,None,0,0
208_416,208,Qoo10,Qoo10,Receive S$40 worth of coupons,Receive S$40 worth of coupons,"&bull;&nbsp;Valid till 30 September 2015 
&bull;&nbsp;Valid for ANZ MasterCard Cards only 
&bull;&nbsp;S$40 Coupon package will be given in various denominations upon redemption 
&bull;&nbsp;Other terms and conditions apply 
&bull;&nbsp;ANZ General Terms and Conditions apply.",None,Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/416.jpg,0,2015-06-25,2015-09-30 T23:59:59,208_14,0,Qoo10,0,www.qoo10.sg/mastercard,All,"• Valid till 30 September 2015 
• Valid for ANZ MasterCard Cards only 
• S$40 Coupon package will be given in various denominations upon redemption 
• Other terms and conditions apply 
• ANZ General Terms and Conditions apply.",0,0,0,Yes,Online,None,0,0
208_421,208,travelmob,travelmob,10% off accommodations,10% off accommodations,"&bull;&nbsp;Book and stay before 31 December 2015 
&bull;&nbsp;Enter promo code 'ANZ' followed by the first 6-digit of your ANZ Credit Card 
&bull;&nbsp;Not valid in conjunction with any other promotion or host discounts 
&bull;&nbsp;User is responsible for verifying that the coupon's discount has been applied to the total booking amount 
&bull;&nbsp;Coupon code is not redeemable or exchangeable for cash or cash equivalents or anything else other than credit to offset the cost of bookings made on the travelmob website, and may not be applied towards or used for prior transactions 
&bull;&nbsp;Any subsequent refund will be limited to the actual amount paid 
&bull;&nbsp;travelmob reserves the right to cancel, revoke, or otherwise prevent the issuance of the discount in cases of mistake and in any suspected case of unauthorized or fraudulent use 
&bull;&nbsp;ANZ General Terms and Conditions apply.",None,Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/421.jpg,0,2015-06-25,2015-12-31 T23:59:59,208_15,0,travelmob,0,travelmob.com,All,"• Book and stay before 31 December 2015 
• Enter promo code 'ANZ' followed by the first 6-digit of your ANZ Credit Card 
• Not valid in conjunction with any other promotion or host discounts 
• User is responsible for verifying that the coupon's discount has been applied to the total booking amount 
• Coupon code is not redeemable or exchangeable for cash or cash equivalents or anything else other than credit to offset the cost of bookings made on the travelmob website, and may not be applied towards or used for prior transactions 
• Any subsequent refund will be limited to the actual amount paid 
• travelmob reserves the right to cancel, revoke, or otherwise prevent the issuance of the discount in cases of mistake and in any suspected case of unauthorized or fraudulent use 
• ANZ General Terms and Conditions apply.",0,0,0,Yes,Online,None,0,0
208_601,208, AIBI, AIBI,15% off Reebok items,15% off Reebok items,"&bull;&nbsp;Valid till 31 August 2015
 &bull;&nbsp;Not valid with other promotions, discount or free gift
 &bull;&nbsp;While stocks last
 &bull;&nbsp;ANZ General Terms and Conditions apply.","• AIBI Building, Lvl 2, Tel: 6533 8555
 • Bedok Mall, #B2-48, Tel: 6844 9581
 • Causeway Point, #B1-35, Tel: 6894 5655
 • Changi City Point 1,  #B1-16, Tel: 6636 1933
 • IMM Building, #02-13, Tel: 6899 1190
 • JEM, #B1-35, Tel: 6339 0556
 • Jurong Point, #B1-15/16, Tel: 6792 2833
 • Nex, #03-25/26, Tel: 6634 4553
 • Parkway Parade, #B1-106/107/108, Tel: 6440 9989
 • Plaza Singapura, #03-05/06, Tel: 6238 0082
 • Suntec City Mall, #02-602B/602C, Tel: 6334 0322
 • VivoCity, #02-160/161, Tel: 6376 9717","Not available; Not available; Not available; Not available; Not available; Not available; Singapore 648886, [1.3395626, 103.7057463]; Not available; Not available; Not available; Not available; Not available; ",https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/601.jpg,0,2015-06-25,2015-08-31 T23:59:59,208_16,0, AIBI,0,None,All,"• Valid till 31 August 2015
 • Not valid with other promotions, discount or free gift
 • While stocks last
 • ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_679,208, BeautyFresh, BeautyFresh,Up to 35% off selected SK-II Set or CHANEL Set,Up to 35% off selected SK-II Set or CHANEL Set,"&bull;&nbsp;Valid till 31 July 2015 
&bull;&nbsp;Please enter promo code ""ANZBFGSS"" at point of check out 
&bull;&nbsp;Complimentary delivery to addresses in Singapore 
&bull;&nbsp;ANZ General Terms and Conditions apply.",None,Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/679.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_17,0, BeautyFresh,0,www.beautyfresh.com,All,"• Valid till 31 July 2015 
• Please enter promo code ""ANZBFGSS"" at point of check out 
• Complimentary delivery to addresses in Singapore 
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_603,208, BERING, BERING,S$10 voucher with min. spend of S$100,S$10 voucher with min. spend of S$100,"&bull;&nbsp;Valid till 31 July 2015 for regular-priced items 
&bull;&nbsp;While stocks last 
&bull;&nbsp;ANZ General Terms and Conditions apply.","• CHRONOBREEZE, Raffles City, #B1-42B, Tel: 6338 2094
 • Serangoon Nex, #01-K03, Tel: 6481 1167
 • Suntec City, #01-357, Tel: 6337 0961
 • The Shoppes at Marina Bay Sands, #B1-61, Tel: 6688 7380
 • Vivocity, #01-K28, Tel: 6376 0842
 • Westgate, #01-K2, Tel: 6465 9169","Not available; Not available; Singapore 038983, [1.2949559, 103.8596899]; Not available; Not available; Not available; ",https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/603.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_18,0, BERING,0,None,All,"• Valid till 31 July 2015 for regular-priced items 
• While stocks last 
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_604,208, Cath Kidston, Cath Kidston,S$5 voucher with min. spend of $50 nett,S$5 voucher with min. spend of $50 nett,"&bull;&nbsp;Valid till 31 July 2015 for regular-priced items 
&bull;&nbsp;While stocks last 
&bull;&nbsp;ANZ General Terms and Conditions apply.","• Bugis Junction, #01-25/25A, Tel: 6337 3449
 • Great World City, #01-17C/D, Tel: 6733 9176
 • ION Orchard, #B2-48, Tel: 6884 5779
 • Plaza Singapura, #01-04, Tel: 6238 0188
 • Suntec City, #01-418, Tel: 6333 0082
 • Tampines 1, #01-22/23/2410, Tel: 6781 2981
 • The Shoppes at Marina Bay Sands, #B2-61,Tel: 6688 7567","Not available; Not available; Singapore 238801, [1.3038952, 103.8319412]; Not available; Singapore 038983, [1.2949559, 103.8596899]; Singapore 529783, [1.367303, 103.928092]; Not available; ",https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/604.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_19,0, Cath Kidston,0,None,All,"• Valid till 31 July 2015 for regular-priced items 
• While stocks last 
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_680,208, COCOMI, COCOMI,15% off all watch brands,15% off all watch brands,"&bull;&nbsp;Offer is valid till 31 July 2015 for regular-priced watches 
&bull;&nbsp;Offers are not valid for sale items and Pebble watches unless stated otherwise  
&bull;&nbsp;Newsletter Signup offer, Online Vouchers or Coupon Codes cannot be used in conjunction with any other offer unless stated otherwise and are not redeemable for cash  
&bull;&nbsp;Please enter promo code ""ANZ15OFF"" on check out to enjoy the offer  
&bull;&nbsp;ANZ General Terms and Conditions apply.",None,Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/680.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_20,0, COCOMI,0,cocomi.com/ANZ,All,"• Offer is valid till 31 July 2015 for regular-priced watches 
• Offers are not valid for sale items and Pebble watches unless stated otherwise  
• Newsletter Signup offer, Online Vouchers or Coupon Codes cannot be used in conjunction with any other offer unless stated otherwise and are not redeemable for cash  
• Please enter promo code ""ANZ15OFF"" on check out to enjoy the offer  
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_664,208, Dickson Watch, Dickson Watch,10% off selected merchandise and more,10% off selected merchandise and more,"&bull;&nbsp;Valid till 31 July 2015 on selected merchandise and must be charged to ANZ Credit Cards on 12/24-month IPP tenure 
&bull;&nbsp;2 months waiver is applicable for 12-month IPP tenure and 4 months waiver is applicable for 24-month IPP tenure 
&bull;&nbsp;The 2/4 months waiver will be deducted up front and the remaining purchase price will be charged on 12/24-month IPP respectively 
&bull;&nbsp;ANZ General Terms and Conditions apply.","• Knightsbridge #01-08 Tel: 6887 5103
 • Suntec City Mall #01-371/372 Tel: 6336 4871",Not available; Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/664.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_21,0, Dickson Watch,0,None,All,"• Valid till 31 July 2015 on selected merchandise and must be charged to ANZ Credit Cards on 12/24-month IPP tenure 
• 2 months waiver is applicable for 12-month IPP tenure and 4 months waiver is applicable for 24-month IPP tenure 
• The 2/4 months waiver will be deducted up front and the remaining purchase price will be charged on 12/24-month IPP respectively 
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_668,208, MACSHOP, MACSHOP,Free Key Thumb Drive with min. spend of S$500 on ANZ 0% IPP,Free Key Thumb Drive with min. spend of S$500 on ANZ 0% IPP,"&bull;&nbsp;Valid till 31 July 2015 
&bull;&nbsp;Exclude purchase of Apple branded products 
&bull;&nbsp;ANZ General Terms and Conditions apply.","The Central @ Clarke Quay, B1-35, Tel: 6334 1633","Singapore 098585, [1.264075, 103.8233576]; ",https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/668.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_22,0, MACSHOP,0,None,All,"• Valid till 31 July 2015 
• Exclude purchase of Apple branded products 
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_669,208, Ninebot, Ninebot,"S$250 off Ninebot (U.P. S$5,980) and more","S$250 off Ninebot (U.P. S$5,980) and more","&bull;&nbsp;Valid till 31 July 2015 
&bull;&nbsp;$450 and $100 discount is not valid with other promotions including ANZ 0% IPP 
&bull;&nbsp;1 month or 2 months waiver on ANZ 0% IPP will be deducted from the gross amount, thereafter the balance will be divided by 12 or 24 months 
&bull;&nbsp;ANZ General Terms and Conditions apply.",None,Not available; ,https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/669.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_23,0, Ninebot,0,None,All,"• Valid till 31 July 2015 
• $450 and $100 discount is not valid with other promotions including ANZ 0% IPP 
• 1 month or 2 months waiver on ANZ 0% IPP will be deducted from the gross amount, thereafter the balance will be divided by 12 or 24 months 
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_610,208, OROTON, OROTON,Up to 50% off selected seasonal merchandise,Up to 50% off selected seasonal merchandise,"&bull;&nbsp;*Valid till 26 July 2015
 &bull;&nbsp;#Valid till 31 December 2015
 &bull;&nbsp;Not valid for purchase of crystal bags, gift cards, leather care, limited edition and leather apparel
 &bull;&nbsp;Not valid in conjunction with other promotions and GWP
 &bull;&nbsp;ANZ General Terms and Conditions apply.","  ION Orchard, #03-10, Tel: 6634 2770
  Vivocity, #01-190, Tel: 6221 4593
   Ladies Handbags Dept of : Takashimaya at Lvl 2, Tangs Orchard at Lvl 2, Robinsons at Raffles City at Lvl 1 &amp; Robinsons at The Heeren at Lvl 2  ","Singapore 238801, [1.3038952, 103.8319412]; Not available; Not available; ",https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/610.jpg,0,2015-06-25,2015-07-26 T23:59:59,208_24,0, OROTON,0,None,All,"• *Valid till 26 July 2015
 • #Valid till 31 December 2015
 • Not valid for purchase of crystal bags, gift cards, leather care, limited edition and leather apparel
 • Not valid in conjunction with other promotions and GWP
 • ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_406,208, Passage New York, Passage New York,"Up to 50% off fashion, handbags and accessories","Up to 50% off fashion, handbags and accessories","&bull;&nbsp;*Valid till 31 July 2015 
&bull;&nbsp;*Choice of Signature Face or Body Therapy and is limited to first-time female clients of Passage New York 
&bull;&nbsp;Full payment must be charged in a single receipt to ANZ Card unless otherwise stated 
&bull;&nbsp;While stocks last 
&bull;&nbsp;Other terms and conditions apply 
&bull;&nbsp;ANZ General Terms and Conditions apply.","133 Cecil St, #01-01, Keck Seng Tower, Tel: 6226 0888","Singapore 069535, [1.2800686, 103.8490772]; ",https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/406.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_25,0, Passage New York,0,None,All,"• *Valid till 31 July 2015 
• *Choice of Signature Face or Body Therapy and is limited to first-time female clients of Passage New York 
• Full payment must be charged in a single receipt to ANZ Card unless otherwise stated 
• While stocks last 
• Other terms and conditions apply 
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
208_474,208, TianPo Jewellery, TianPo Jewellery,Free earring mounting (worth S$850) with purchase of a pair of the Hearts On Fire diamonds,Free earring mounting (worth S$850) with purchase of a pair of the Hearts On Fire diamonds,"&bull;&nbsp;Valid till 31 July 2015 
&bull;&nbsp;ANZ General Terms and Conditions apply.","• Causeway Point, #01-24 Tel: 6767 1410
• Holland Road Shopping Ctr, #02-32 Tel: 6466 1336
• JEM, #01-24, Tel: 6262 8568
• People's Park Complex, #01-48, Tel: 6236 0811
• Tampines 1, #01-50, Tel: 6587 7298
• The Centrepoint, #01-43, Tel: 6235 1889
• West Mall, #01-12, Tel: 6792 1922","Not available; Singapore 278628, [1.3176551, 103.7858834]; Not available; Not available; Singapore 529783, [1.367303, 103.928092]; Singapore 238843, [1.3014503, 103.8401037]; Not available; ",https://sg.anz.com/ANZPrivileges/offer-category.jsp,https://sg.anz.com/ANZPrivileges/merchant-offers/thumb/474.jpg,0,2015-06-25,2015-07-31 T23:59:59,208_26,0, TianPo Jewellery,0,None,All,"• Valid till 31 July 2015 
• ANZ General Terms and Conditions apply.",0,0,0,No,"Lifestyle & Entertainment, Fashion",None,0,0
