Deal_ID,ProviderDeal_ID,FullTitle,ShortTitle,FullDescription,ShortDescription,Outlets,Indiv Outlets,Postalcodes,DealSite_URL,DealImage_URL,HighlightImage_URL, StartDate,EndDate,Merchant_ID,ProviderMerchant_ID,Merchant Name,MerchantImageURL,MerchantWebsite_URL,Card Type,TermsAndConditions,Card Images,isFeatured,HomeFeatured,isOnlineMerchant,Category,SubCategory,Keywords,Bookmark,Validity,Related Deals ID
207_3423,3423,10% savings on total food bill  at Carousel,10% savings on total food bill," Enjoy 10% savings on total food bill for lunch, high tea or dinner buffet at Carousel when you pay with your American ExpressCard. 
 Find Carousel at: 25 Scotts Road, Royal Plaza on Scotts, Lobby Level, Singapore 228220 Telephone: 6589 7799 "," Enjoy 10% savings on total food bill for lunch, high tea or dinner buffet at Carousel when you pay with your American ExpressCard. 
  ","Find Carousel at:<br /></strong><span>25 Scotts Road, Royal Plaza on Scotts, Lobby Level, Singapore 228220 Telephone: 6589 7799</span></p>","25 Scotts Road, Royal Plaza on Scotts, Lobby Level, Singapore 228220 , [1.307079, 103.832436]",Singapore 228220,http://www.promotions.americanexpress.com.sg/dining-offers/carousel/,http://www.promotions.americanexpress.com.sg/media/68435/carousel_img_rsz.jpg,,0001-01-01,2015-12-31 T23:59:00,AMEX_20,207_AMEX_20,Carousel,http://www.promotions.americanexpress.com.sg/media/68436/carousel_logo_rsz.jpg,,Not Provided," 
 
 
 
 
 
 Valid daily, including special occasions and public holidays.  Offers are available when payment is made with the American Express Card, including American Express Corporate Cards and American Express Cards issued in Singapore by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and EZ-Link Pte Ltd. Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. Visit amexnetwork.com.sg for more details. 
 
 For dining offers, offers are not applicable on eve of Public Holidays, Public Holidays, the first 15 days of Chinese New Year and special occasions such as Valentine•s Day, Mother•s Day and Father•s Day, unless otherwise stated. 
 
 
 
 
 
 
 
 
 
 
 ",None,None,None,None,Dining,None,None,None,Offer valid from now to 31 December 2015,2656
207_3420,3420,Enjoy 15% savings on total food bill at MELT - The World CafÃ©,Enjoy 15% savings on total food bill," Enjoy 15% savings on your total bill at MELT - The World Cafwhen you pay with your American ExpressCard. 
 Find MELT - The World Cafat: 5 Raffles Avenue Marina Square, Singapore 039797 Telephone: 6885 3500  
 Website: mosin-dining@mohg.com "," Enjoy 15% savings on your total bill at MELT - The World Cafwhen you pay with your American ExpressCard. 
  ","Find MELT - The World CafÃ© at:</strong><br /><span><span><span>5 Raffles Avenue Marina Square, Singapore 039797 Telephone: 6885 3500 </span></span></span></p>
<p><span><strong>Website</strong>: <a href=""mailto:mosin-dining@mohg.com"">mosin-dining@mohg.com</a></span></p>","5 Raffles Avenue Marina Square, Singapore 039797 , [1.290272, 103.859058]",Singapore 039797,http://www.promotions.americanexpress.com.sg/dining-offers/melt-the-world-cafÃ©/,http://www.promotions.americanexpress.com.sg/media/68445/melt-the-world-cafÃ©_img_rsz.jpg,,0001-01-01,2015-06-30 T23:59:00,AMEX_21,207_AMEX_21,MELT - The World CafÃ©,http://www.promotions.americanexpress.com.sg/media/68447/melt_logo_rsz.jpg,,Not Provided," Not valid for Sunday brunch. 
 Offers are available when payment is made with the American Express Card, including American Express Corporate Cards and American Express Cards issued in Singapore by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and EZ-Link Pte Ltd. Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. Visit amexnetwork.com.sg for more details. 
 For dining offers, offers are not applicable on eve of Public Holidays, Public Holidays, the first 15 days of Chinese New Year and special occasions such as Valentine•s Day, Mother•s Day and Father•s Day, unless otherwise stated. ",None,None,None,None,Dining,None,None,None,Offer valid until 30 June 2015,2232
207_2575,2575,Receive S$30 return voucher at Suju Japanese Restaurant,Receive S$30 return voucher," Receive S$30 return voucher* with every spend of S$100 at Suju Japanese Restaurant with your American ExpressCard. 
 Find Suju Japanese Restaurant at: 333A Orchard Road, #04-05, Mandarin Gallery Singapore 238897 Telephone: 6737 7764 "," Receive S$30 return voucher* with every spend of S$100 at Suju Japanese Restaurant with your American ExpressCard. 
  ","Find Suju Japanese Restaurant at:</strong><br />333A Orchard Road, #04-05, Mandarin Gallery Singapore 238897 <span>Telephone: 6737 7764</span></p>","333A Orchard Road, #04-05, Mandarin Gallery Singapore 238897 , [1.302138, 103.836501]",Singapore 238897,http://www.promotions.americanexpress.com.sg/dining-offers/suju-japanese-restaurant/,http://www.promotions.americanexpress.com.sg/media/67961/suju_image.png,,0001-01-01,2015-06-30 T23:59:00,AMEX_22,207_AMEX_22,Suju Japanese Restaurant,http://www.promotions.americanexpress.com.sg/media/68003/suju_logo.png,,Not Provided," 
 
 *Return vouchers are valid for dinner on Mon - Wed only. Vouchers terms and conditions apply. 
 
 To be eligible for this offer, purchase must be charged in full to an American Express Card. 
 Offers are not applicable on eve of Public Holidays, Public Holidays and special occasions, unless otherwise stated. 
 Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. 
 
 ",None,None,None,None,Dining,None,None,None,Offer valid from now to 30 June 2015,2232
207_3419,3419,Enjoy 15%  savings on total food bill at Dolce Vita,Enjoy 15%  savings on total food bill," Enjoy 15% savings on total food bill at Dolce Vita when you pay with your American ExpressCard. 
 Find Dolce Vita at: 5 Raffles Avenue Marina Square, Singapore 039797 Telephone: 6885 3500  
 Website: mosin-dining@mohg.com "," Enjoy 15% savings on total food bill at Dolce Vita when you pay with your American ExpressCard. 
  ","Find Dolce Vita at:</strong><br /><span><span>5 Raffles Avenue Marina Square, Singapore 039797 Telephone: 6885 3500 </span></span></p>
<p><span><strong>Website</strong>: <a href=""mailto:mosin-dining@mohg.com"">mosin-dining@mohg.com</a></span></p>","5 Raffles Avenue Marina Square, Singapore 039797 , [1.290272, 103.859058]",Singapore 039797,http://www.promotions.americanexpress.com.sg/dining-offers/dolce-vita/,http://www.promotions.americanexpress.com.sg/media/68441/dolce-vita_img_rsz.jpg,,0001-01-01,2015-06-30 T23:59:00,AMEX_23,207_AMEX_23,Dolce Vita,http://www.promotions.americanexpress.com.sg/media/68442/dolce-vita_logo_rsz.jpg,,Not Provided," 
 
 
 Not valid for weekend brunch. 
 
 Offers are available when payment is made with the American Express Card, including American Express Corporate Cards and American Express Cards issued in Singapore by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and EZ-Link Pte Ltd. Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. Visit amexnetwork.com.sg for more details. 
 For dining offers, offers are not applicable on eve of Public Holidays, Public Holidays, the first 15 days of Chinese New Year and special occasions such as Valentine•s Day, Mother•s Day and Father•s Day, unless otherwise stated. 
 
 
 
 ",None,None,None,None,Dining,None,None,None,Offer valid now to 30 June 2015,2232
207_3622,3622,Enjoy 30% savings at Singapore Zoo,Enjoy 30% savings," Enjoy 30% savings for Single Park Tickets purchased online for Singapore-issued cards at Singapore Zoo when you pay with your American ExpressCard. 
 Find Singapore Zoo at: 
 80 Mandai Lake Rd, Singapore 729826 Telephone: 6269 3411 
 "," Enjoy 30% savings for Single Park Tickets purchased online for Singapore-issued cards at Singapore Zoo when you pay with your American ExpressCard. 
  ","Find Singapore Zoo at:</strong></p>
<p><span>80 Mandai Lake Rd, Singapore 729826</span> Telephone: 6269 3411</p>
<p>Â </p>","80 Mandai Lake Rd, Singapore 729826 , [1.4049843, 103.7905489]",Singapore 729826,http://www.promotions.americanexpress.com.sg/retail-offers/singapore-zoo/,http://www.promotions.americanexpress.com.sg/media/68584/sz-635wx455px.jpg,,0001-01-01,2017-08-31 T23:59:00,AMEX_24,207_AMEX_24,Singapore Zoo,http://www.promotions.americanexpress.com.sg/media/68585/sz-no-tagline_rsz.jpg,,Not Provided," Offers are available when payment is made with the American Express Card, including American Express Corporate Cards and American Express Cards issued in Singapore by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and EZ-Link Pte Ltd. Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. Visit amexnetwork.com.sg for more details. ",None,None,None,None,Retail,None,None,None,Offer valid from now to 31 August 2017,
207_3631,3631,Enjoy 30% savings  at Night Safari,Enjoy 30% savings," Enjoy 15% savings for Single Park Tickets purchased online for Singapore-issued cards at Night Safari when you pay with your American ExpressCard. 
 Find Night Safari at: 
 80 Mandai Lake Rd, Singapore 729826 Telephone: 6269 3411 "," Enjoy 15% savings for Single Park Tickets purchased online for Singapore-issued cards at Night Safari when you pay with your American ExpressCard. 
  ","Find Night Safari at:</strong></p>
<p><span>80 Mandai Lake Rd, Singapore 729826</span> Telephone: 6269 3411</p>","80 Mandai Lake Rd, Singapore 729826 , [1.4049843, 103.7905489]",Singapore 729826,http://www.promotions.americanexpress.com.sg/retail-offers/night-safari/,http://www.promotions.americanexpress.com.sg/media/68646/ns-635wx455px.jpg,,0001-01-01,2017-08-31 T23:59:00,AMEX_25,207_AMEX_25,Night Safari,http://www.promotions.americanexpress.com.sg/media/68645/ns-no-tagline_rsz.jpg,,Not Provided," Offers are available when payment is made with the American Express Card, including American Express Corporate Cards and American Express Cards issued in Singapore by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and EZ-Link Pte Ltd. Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. Visit amexnetwork.com.sg for more details. ",None,None,None,None,Retail,None,None,None,Offer valid from now to 31 August 2017,
207_3725,3725,Enjoy 15% savings  at River Safari,Enjoy 15% savings," Enjoy 15% savings for Single Park Tickets purchased online for Singapore-issued cards at River Safari when you pay with your American ExpressCard. 
 Find River Safari at: 
 80 Mandai Lake Rd, Singapore 729826 Telephone: 6269 3411 "," Enjoy 15% savings for Single Park Tickets purchased online for Singapore-issued cards at River Safari when you pay with your American ExpressCard. 
  ","Find River Safari at:</strong></p>
<p><span>80 Mandai Lake Rd, Singapore 729826</span> Telephone: 6269 3411</p>","80 Mandai Lake Rd, Singapore 729826 , [1.4049843, 103.7905489]",Singapore 729826,http://www.promotions.americanexpress.com.sg/retail-offers/river-safari/,http://www.promotions.americanexpress.com.sg/media/68648/rs-635wx455px.jpg,,0001-01-01,2017-08-31 T23:59:00,AMEX_26,207_AMEX_26,River Safari,http://www.promotions.americanexpress.com.sg/media/68647/rs_logo_rsz.jpg,,Not Provided," Offers are available when payment is made with the American Express Card, including American Express Corporate Cards and American Express Cards issued in Singapore by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and EZ-Link Pte Ltd. Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. Visit amexnetwork.com.sg for more details. ",None,None,None,None,Retail,None,None,None,Offer valid from now to 31 August 2017,
207_3726,3726,Enjoy 30% savings  at Jurong Bird Park,Enjoy 30% savings," Enjoy 30% savings for Single Park Tickets purchased online for Singapore-issued cards at Jurong Bird Park when you pay with your American ExpressCard. 
 Find Jurong Bird Park at: 
 2 Jurong Hill, Singapore 628925 Telephone: 6265 0022 "," Enjoy 30% savings for Single Park Tickets purchased online for Singapore-issued cards at Jurong Bird Park when you pay with your American ExpressCard. 
  ","Find Jurong Bird Park at:</strong></p>
<p><span class=""_Xbe"">2 Jurong Hill, Singapore 628925</span> Telephone: 6265 0022</p>","2 Jurong Hill, Singapore 628925 , [1.32108, 103.705209]",Singapore 628925,http://www.promotions.americanexpress.com.sg/retail-offers/jurong-bird-park/,http://www.promotions.americanexpress.com.sg/media/68650/jbp-635wx455px.jpg,,0001-01-01,2017-08-31 T23:59:00,AMEX_27,207_AMEX_27,Jurong Bird Park,http://www.promotions.americanexpress.com.sg/media/68649/jbp-no-tagline_rsz.jpg,,Not Provided," Offers are available when payment is made with the American Express Card, including American Express Corporate Cards and American Express Cards issued in Singapore by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and EZ-Link Pte Ltd. Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. Visit amexnetwork.com.sg for more details. ",None,None,None,None,Retail,None,None,None,Offer valid from now to 31 August 2017,
207_3624,3624,Enjoy 10% savings at Lunch Actually,Enjoy 10% savings," Enjoy 10% savings on all membership packages at Lunch Actually when you pay with your American ExpressCard. 
 Find Lunch Actually at:  
 9 Penang Road, #08-09 Park Mall, Singapore 238459 Telephone: 6532 0010 "," Enjoy 10% savings on all membership packages at Lunch Actually when you pay with your American ExpressCard. 
  ","Find Lunch Actually at: </strong></p>
<p>9 Penang Road, #08-09 Park Mall, Singapore 238459 Telephone: 6532 0010</p>","9 Penang Road, #08-09 Park Mall, Singapore 238459 , [1.2978629, 103.845215]",Singapore 238459,http://www.promotions.americanexpress.com.sg/retail-offers/lunch-actually/,http://www.promotions.americanexpress.com.sg/media/68581/lunch-actually-pic2_rsz.jpg,,0001-01-01,2015-08-31 T23:59:00,AMEX_28,207_AMEX_28,Lunch Actually,http://www.promotions.americanexpress.com.sg/media/68580/logo-lunch-actually_rsz.jpg,,Not Provided," Offers are available when payment is made with the American Express Card, including American Express Corporate Cards and American Express Cards issued in Singapore by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and EZ-Link Pte Ltd. Prices listed may be subject to service charge and prevailing government taxes where applicable. Offers cannot be exchanged for cash or used in conjunction with other promotional programmes, offers, discount cards, vouchers or VIP privileges, unless otherwise stated. Merchants• Terms and Conditions apply - please check with respective stores for complete details. American Express acts solely as a payment provider and is not responsible or liable in the event that such services, activities or benefits are not provided or fulfilled by the merchant. Card Members acknowledge that any disputes in relation to the above are to be directed solely to the merchant providing such services, activities or benefits. American Express International Inc. is not responsible for the endorsement of any service or product featured. Merchants are solely responsible for the fulfilment of all offers. American Express International Inc. and the business establishments reserve the right to change the Terms and Conditions at any time without prior notice. All information is correct at the time of publication. Visit amexnetwork.com.sg for more details. ",None,None,None,None,Retail,None,None,None,Offer valid from now to 31 August 2015,
207_3591,3591,"Stand a chance to win 100,000 KrisFlyer miles at ION Orchard","Stand a chance to win 100,000 KrisFlyer miles"," Be one of the ten lucky winners to win 100,000 KrisFlyer miles each. 
 1) For every S$50 cumulative spend made with your American Express Card, you will get one entry into the lucky draw. 
 2) For every application form obtained from one of our American Express Booths in ION Orchard, and approved within the Qualifying Period, you earn ten entries for the lucky draw. 
 Find ION Orchard at:  ION Orchard, 2 Orchard Turn, Singapore 238801 "," Be one of the ten lucky winners to win 100,000 KrisFlyer miles each. 
 1) For every S$50 cumulative spend made with your American Express Card, you will get one entry into the lucky draw. 
 2) For every application form obtained from one of our American Express Booths in ION Orchard, and approved within the Qualifying Period, you earn ten entries for the lucky draw. 
 Find ION Orchard at:  ION Orchard, 2 Orchard Turn, Singapore 238801 ",NA,Not available,"","http://www.promotions.americanexpress.com.sg/retail-offers/100,000-krisflyer-miles-at-ion/",http://www.promotions.americanexpress.com.sg/media/68559/ion-exterior-night_1_rsz.jpg,,0001-01-01,2015-05-28 T23:59:00,AMEX_29,207_AMEX_29,"100,000 KrisFlyer miles at ION",http://www.promotions.americanexpress.com.sg/media/68560/ionorchard-logo_rsz.jpg,,Not Provided," The Qualifying Period is from 1 April 2015 to 28 May 2015 (both dates inclusive). Eligible cards include a qualifying personal American Express Cards issued by American Express International Inc. in Singapore EXCLUDING American Express Corporate Cards and American Express Cards issued by DBS Bank Limited, United Overseas Bank Limited, Citibank Singapore Limited and/or EZ-Link Pte Ltd. There will be a total of ten (10) winners for the Draw (each a ""Winner""). Each Winner will receive 100,000 KrisFlyer miles (the ""Prize""). Each Card Member is only entitled to one Prize, regardless of number of entries he or she has. American Express reserves the right to draw reserve winners to replace the original winner(s) who may subsequently be disqualified or deemed ineligible as set out in the Draw•s Terms &amp; Conditions. For the avoidance of doubt, once credited to the Winner•s KrisFlyer Account, the Prize must be utilised in accordance with, and subject to, the applicable KrisFlyer Account terms and conditions. Multiple transactions from different shops located within ION Orchard may be combined to accumulate this S$50 spend. However, the combined transactions must be spent on the same Card and entry into the Draw is automatic. 
 American Express Booths in ION Orchard are located at i) Level B1, beside Swarovski and ii) Level B2, beside Factorie. Subsequently approved cards will automatically obtain ten (10) entries for the Draw, applicable for one(1) time only. Online applications are not eligible for this Draw. 
 For full Terms and Conditions please refer to americanexpress.com.sg/IONmillmilesdraw ",None,None,None,None,Retail,None,None,None,Draw is valid from now till 28 May 2015,
207_3497,3497,Enjoy 50% savings on international shipping* at MyUS.com,Enjoy 50% savings on international shipping*," Enjoy 50% savings on international shipping*, waived set-up fee (USD$20), and complimentary 2-year# premium membership (USD$60 annual value) at MyUS.com when you pay with your American ExpressCard. "," Enjoy 50% savings on international shipping*, waived set-up fee (USD$20), and complimentary 2-year# premium membership (USD$60 annual value) at MyUS.com when you pay with your American ExpressCard. ",NA,Not available,"",http://www.promotions.americanexpress.com.sg/retail-offers/myuscom-mar-2015/,http://www.promotions.americanexpress.com.sg/media/68493/myus_img_rsz.jpg,,0001-01-01,2015-05-31 T23:59:00,AMEX_30,207_AMEX_30,MyUS.com - Mar 2015,http://www.promotions.americanexpress.com.sg/media/68145/logo_myus1.jpg,,Not Provided," *50% off consolidated international shipping is valid on shipments via MyUS from now to 31 May 2015. 
 Savings valid only on FedEx, UPS or DHL shipments. 50% shipping discount is only applicable to purchases made online from retailers in the USA during the promotion period. 
 Offer is only valid on MyUS.com shipment fees, not on merchandise purchased. No adjustments to prior purchases. 
 This offer is applicable for new signups via http://www2.myus.com/amex50/15en. To be eligible, orders must be placed using the address supplied by MyUS at sign up. Promotion cannot be combined with any other offers or promotions. 
 Promotion is valid online only with use of your American Express Cards (excludes American Express Corporate Cards). Payment of remaining fees must be made with an American Express Card linked to your MyUS account. 
 Some items are not eligible for international shipping. Valid only when shipping to Singapore in accordance with applicable law, including import and exports restrictions. 
 #Savings for shipping apply for 2 years from date of registration and are applicable when shipping FedEx, DHL and UPS. These savings are only valid on MyUS.com services and not on merchandise purchased. This offer is not transferable and cannot be combined with other discounts or promotional codes. Void if copied, altered, transferred, purchased or sold; codes may not be posted or obtained on the Internet. Redemption is subject to review and verification. 
 Offer is subject to the Terms, Conditions and Policies of MyUS, which can be viewed at http://www.myus.com/en/tips-faq/top-faq. In case of any disputes, American Express and MyUS.com retain the right of final decision. ",None,None,None,None,Retail,None,None,None,Offer valid from now to 31 May 2015,2647
207_3811,3811,American Express is now accepted at PeraMakan,American Express is now accepted," PeraMakan is a play of words from the word •Peranakan• meaning •local-born• and •Makan•, a Malay word for •to eat•. Hence, the name PeraMakan was born, a marriage of two great cultures, the rich culinary heritage of the Peranakans and Singaporeans• favourite past time, •to makan•.Colourful Peranakan tiles adorn the walls of a Peranakan home.Home is where good, authentic Peranakan food originates.At PeraMakan, the tiles remind us that our food should be like what we have at home - wholesome, delicious and generous in portions, food that is cooked with love. "," PeraMakan is a play of words from the word •Peranakan• meaning •local-born• and •Makan•, a Malay word for •to eat•. Hence, the name PeraMakan was born, a marriage of two great cultures, the rich culinary heritage of the Peranakans and Singaporeans• favourite past time, •to makan•.Colourful Peranakan tiles adorn the walls of a Peranakan home.Home is where good, authentic Peranakan food originates.At PeraMakan, the tiles remind us that our food should be like what we have at home - wholesome, delicious and generous in portions, food that is cooked with love. ",NA,Not available,"",http://www.promotions.americanexpress.com.sg/new-merchants/peramakan/,http://www.promotions.americanexpress.com.sg/media/68711/peramakan_img1_ed.jpg,,0001-01-01,0001-01-01 T00:00:00,AMEX_31,207_AMEX_31,PeraMakan,http://www.promotions.americanexpress.com.sg/media/68712/peramakan_logo_rsz.jpg,,Not Provided," 10 Bukit Chermin Road, Level 3, Keppel Club, Singapore 109918 
 Website: www.peramakan.com ",None,None,None,None,Others,None,None,None,,
207_3812,3812,American Express is now accepted at BEEF YAKINIKU DINING YAKINIQUEST,American Express is now accepted, YAKINIQUEST offers Omakase courses which are composed of sophisticated array of dishes using selected Japanese genuine Wagyu beef air-flown from Japan. The Wagyu is served in various cuts and flavored differently by our master chef who is committed to continuously providing new Wagyu beef experience to our valued customers. , YAKINIQUEST offers Omakase courses which are composed of sophisticated array of dishes using selected Japanese genuine Wagyu beef air-flown from Japan. The Wagyu is served in various cuts and flavored differently by our master chef who is committed to continuously providing new Wagyu beef experience to our valued customers. ,NA,Not available,"",http://www.promotions.americanexpress.com.sg/new-merchants/beef-yakiniku-dining-yakiniquest/,http://www.promotions.americanexpress.com.sg/media/68715/yakiniquest_img1_ed.jpg,,0001-01-01,0001-01-01 T00:00:00,AMEX_32,207_AMEX_32,BEEF YAKINIKU DINING YAKINIQUEST,http://www.promotions.americanexpress.com.sg/media/68716/yakiniquest_logo1_rsz.jpg,,Not Provided," 48 Boat Quay, Singapore 049837 
 Website: www.yakiniquest.sg ",None,None,None,None,Others,None,None,None,,3811
207_3813,3813,American Express is now accepted at Boulangerie Asanoya,American Express is now accepted," Asanoya's started in 1933 Karuizawa Japan, as a store catering to foreign embassies and diplomats from various countries. The shop was very well-received and soon grew to be a favourite destination for the noble class. With the increased demand for European-type hard breads, Asanoya began to improve their baking skills, techniques and facilities, giving discerning customers the chance to eat truly fresh baked bread. 
 Through the years, Asanoya expanded their operations in many other Japanese cities. Eventually opening their famous outlet in Tokyo Midtown, where you can expect premium, high quality bread from well-kept recipes that have been consistent through the years. 
 With the opening of the first outlet outside of Japan, customers can truly experience and appreciate the wonderful and delectable products right here in Singapore. Asanoya•s freshly baked treats will never fail to delight. "," Asanoya's started in 1933 Karuizawa Japan, as a store catering to foreign embassies and diplomats from various countries. The shop was very well-received and soon grew to be a favourite destination for the noble class. With the increased demand for European-type hard breads, Asanoya began to improve their baking skills, techniques and facilities, giving discerning customers the chance to eat truly fresh baked bread. 
 Through the years, Asanoya expanded their operations in many other Japanese cities. Eventually opening their famous outlet in Tokyo Midtown, where you can expect premium, high quality bread from well-kept recipes that have been consistent through the years. 
 With the opening of the first outlet outside of Japan, customers can truly experience and appreciate the wonderful and delectable products right here in Singapore. Asanoya•s freshly baked treats will never fail to delight. ",NA,Not available,"",http://www.promotions.americanexpress.com.sg/new-merchants/boulangerie-asanoya/,http://www.promotions.americanexpress.com.sg/media/68717/boulangerie-asanoya_img1_ed.jpg,,0001-01-01,0001-01-01 T00:00:00,AMEX_33,207_AMEX_33,Boulangerie Asanoya,http://www.promotions.americanexpress.com.sg/media/68718/asanoya-logo_rsz.jpg,,Not Provided," 15 Queen Street, #01-03, Singapore 188537 
 Website: www.asanoya.asia ",None,None,None,None,Others,None,None,None,,3811
